,language,affix,meaning
514,vot,mma,POS:verb|PERS:1|NUMB:pl|
515,vot,mmä,POS:verb|PERS:1|NUMB:pl|
516,vot,mmõ,POS:verb|PERS:1|NUMB:pl|
517,vot,tta,POS:verb|PERS:2|NUMB:pl|
518,vot,ttä,POS:verb|PERS:2|NUMB:pl|
519,vot,ttõ,POS:verb|PERS:2|NUMB:pl|
520,vot,i,POS:verb|TENSE:past|
521,fin,it,POS:verb|TENSE:past|PERS:2|NUMB:sg|
522,fin,in,POS:nomin|NUMB:pl|CASE:gen|
523,fin,in,POS:nomin|NUMB:pl|CASE:inst|
524,fin,in,POS:verb|TENSE:past|PERS:1|NUMB:sg|
525,fin,ia,POS:nomin|NUMB:pl|CASE:par|
526,fin,ita,POS:nomin|NUMB:pl|CASE:par|
527,fin,ita,POS:verb|TENSE:past|VOICE:pass|
528,fin,itä,POS:nomin|NUMB:pl|CASE:par|
529,fin,itä,POS:verb|TENSE:past|VOICE:pass|
530,fin,iä,POS:nomin|NUMB:pl|CASE:par|
531,fin,itta,POS:nomin|NUMB:pl|CASE:abes|
532,fin,itta,POS:verb|TENSE:past|VOICE:pass|
533,fin,ittä,POS:nomin|NUMB:pl|CASE:abes|
534,fin,ittä,POS:verb|TENSE:past|VOICE:pass|
535,fin,iseen,POS:nomin|NUMB:pl|CASE:ill|
536,fin,ion,POS:nomin|NUMB:pl|CASE:ill|
537,fin,iun,POS:nomin|NUMB:pl|CASE:ill|
538,fin,iin,POS:nomin|NUMB:pl|CASE:ill|
539,fin,ien,POS:nomin|NUMB:pl|CASE:ill|
540,fin,ian,POS:nomin|NUMB:pl|CASE:ill|
541,fin,ihan,POS:nomin|NUMB:pl|CASE:ill|
542,fin,ihen,POS:nomin|NUMB:pl|CASE:ill|
543,fin,ihun,POS:nomin|NUMB:pl|CASE:ill|
544,fin,ihon,POS:nomin|NUMB:pl|CASE:ill|
545,fin,ihön,POS:nomin|NUMB:pl|CASE:ill|
546,fin,ihän,POS:nomin|NUMB:pl|CASE:ill|
547,fin,ihin,POS:nomin|NUMB:pl|CASE:ill|
548,fin,issa,POS:nomin|NUMB:pl|CASE:ines|
549,fin,issä,POS:nomin|NUMB:pl|CASE:ines|
550,fin,ista,POS:nomin|NUMB:pl|CASE:elat|
551,fin,istä,POS:nomin|NUMB:pl|CASE:elat|
552,fin,illa,POS:nomin|NUMB:pl|CASE:ades|
553,fin,illä,POS:nomin|NUMB:pl|CASE:ades|
554,fin,ille,POS:nomin|NUMB:pl|CASE:alla|
555,fin,ilta,POS:nomin|NUMB:pl|CASE:abl|
556,fin,iltä,POS:nomin|NUMB:pl|CASE:abl|
557,fin,ina,POS:nomin|NUMB:pl|CASE:ess|
558,fin,inä,POS:nomin|NUMB:pl|CASE:ess|
559,fin,iksi,POS:nomin|NUMB:pl|CASE:tran|
560,fin,iine,POS:nomin|NUMB:pl|CASE:com|
561,fin,ini,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:sg|
562,fin,isi,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
563,fin,insa,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
564,fin,insa,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:pl|
565,fin,insä,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
566,fin,insä,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:pl|
567,fin,imme,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
568,fin,imme,POS:verb|TENSE:past|PERS:1|NUMB:pl|
569,fin,inne,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
570,fin,itte,POS:verb|TENSE:past|PERS:2|NUMB:pl|
571,fin,ivat,POS:verb|TENSE:past|PERS:3|NUMB:pl|
572,fin,ivät,POS:verb|TENSE:past|PERS:3|NUMB:pl|
573,fin,itt,POS:verb|TENSE:past|VOICE:pass|
574,fin,jn,POS:nomin|NUMB:pl|CASE:gen|
575,fin,jn,POS:nomin|NUMB:pl|CASE:inst|
576,fin,ja,POS:nomin|NUMB:pl|CASE:par|
577,fin,jta,POS:nomin|NUMB:pl|CASE:par|
578,fin,jtä,POS:nomin|NUMB:pl|CASE:par|
579,fin,jä,POS:nomin|NUMB:pl|CASE:par|
580,fin,jtta,POS:nomin|NUMB:pl|CASE:abes|
581,fin,jttä,POS:nomin|NUMB:pl|CASE:abes|
582,fin,jseen,POS:nomin|NUMB:pl|CASE:ill|
583,fin,jon,POS:nomin|NUMB:pl|CASE:ill|
584,fin,jun,POS:nomin|NUMB:pl|CASE:ill|
585,fin,jin,POS:nomin|NUMB:pl|CASE:ill|
586,fin,jen,POS:nomin|NUMB:pl|CASE:ill|
587,fin,jan,POS:nomin|NUMB:pl|CASE:ill|
588,fin,jhan,POS:nomin|NUMB:pl|CASE:ill|
589,fin,jhen,POS:nomin|NUMB:pl|CASE:ill|
590,fin,jhun,POS:nomin|NUMB:pl|CASE:ill|
591,fin,jhon,POS:nomin|NUMB:pl|CASE:ill|
592,fin,jhön,POS:nomin|NUMB:pl|CASE:ill|
593,fin,jhän,POS:nomin|NUMB:pl|CASE:ill|
594,fin,jhin,POS:nomin|NUMB:pl|CASE:ill|
595,fin,jssa,POS:nomin|NUMB:pl|CASE:ines|
596,fin,jssä,POS:nomin|NUMB:pl|CASE:ines|
597,fin,jsta,POS:nomin|NUMB:pl|CASE:elat|
598,fin,jstä,POS:nomin|NUMB:pl|CASE:elat|
599,fin,jlla,POS:nomin|NUMB:pl|CASE:ades|
600,fin,jllä,POS:nomin|NUMB:pl|CASE:ades|
601,fin,jlle,POS:nomin|NUMB:pl|CASE:alla|
602,fin,jlta,POS:nomin|NUMB:pl|CASE:abl|
603,fin,jltä,POS:nomin|NUMB:pl|CASE:abl|
604,fin,jna,POS:nomin|NUMB:pl|CASE:ess|
605,fin,jnä,POS:nomin|NUMB:pl|CASE:ess|
606,fin,jksi,POS:nomin|NUMB:pl|CASE:tran|
607,fin,jine,POS:nomin|NUMB:pl|CASE:com|
608,fin,jni,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:sg|
609,fin,jsi,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
610,fin,jnsa,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
611,fin,jnsa,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:pl|
612,fin,jnsä,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
613,fin,jnsä,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:pl|
614,fin,jmme,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
615,fin,jnne,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
616,fin,tni,POS:nomin|NUMB:pl|CASE:Nom|POSS|PERS_POSS:1|NUMB_POSS:sg|
617,fin,tni,POS:nomin|NUMB:pl|CASE:Acc|POSS|PERS_POSS:1|NUMB_POSS:sg|
618,fin,ini,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:sg|
619,fin,jni,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:sg|
620,fin,#ni,POS:nomin|NUMB:sg|CASE:nom|POSS|PERS_POSS:1|NUMB_POSS:sg|
621,fin,nni,POS:nomin|CASE:gen|POSS|PERS_POSS:1|NUMB_POSS:sg|
622,fin,nni,POS:nomin|CASE:inst|POSS|PERS_POSS:1|NUMB_POSS:sg|
623,fin,ani,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:sg|
624,fin,tani,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:sg|
625,fin,täni,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:sg|
626,fin,äni,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:sg|
627,fin,ttani,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:sg|
628,fin,ttani,POS:nomin|CASE:abes|POSS|PERS_POSS:1|NUMB_POSS:sg|
629,fin,ttäni,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:sg|
630,fin,ttäni,POS:nomin|CASE:abes|POSS|PERS_POSS:1|NUMB_POSS:sg|
631,fin,seenni,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:sg|
632,fin,siinni,POS:nomin|CASE:ill|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:sg|
633,fin,onni,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:sg|
634,fin,unni,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:sg|
635,fin,inni,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:sg|
636,fin,enni,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:sg|
637,fin,anni,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:sg|
638,fin,hanni,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:sg|
639,fin,henni,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:sg|
640,fin,hunni,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:sg|
641,fin,honni,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:sg|
642,fin,hönni,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:sg|
643,fin,hänni,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:sg|
644,fin,hinni,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:sg|
645,fin,ssani,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:sg|
646,fin,ssäni,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:sg|
647,fin,stani,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:sg|
648,fin,stäni,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:sg|
649,fin,llani,POS:nomin|CASE:ades|POSS|PERS_POSS:1|NUMB_POSS:sg|
650,fin,lläni,POS:nomin|CASE:ades|POSS|PERS_POSS:1|NUMB_POSS:sg|
651,fin,lleni,POS:nomin|CASE:alla|POSS|PERS_POSS:1|NUMB_POSS:sg|
652,fin,ltani,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:sg|
653,fin,ltäni,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:sg|
654,fin,nani,POS:nomin|CASE:ess|POSS|PERS_POSS:1|NUMB_POSS:sg|
655,fin,näni,POS:nomin|CASE:ess|POSS|PERS_POSS:1|NUMB_POSS:sg|
656,fin,ksini,POS:nomin|CASE:tran|POSS|PERS_POSS:1|NUMB_POSS:sg|
657,fin,ineni,POS:nomin|CASE:com|POSS|PERS_POSS:1|NUMB_POSS:sg|
658,fin,tsi,POS:nomin|NUMB:pl|CASE:Nom|POSS|PERS_POSS:2|NUMB_POSS:sg|
659,fin,tsi,POS:nomin|NUMB:pl|CASE:Acc|POSS|PERS_POSS:2|NUMB_POSS:sg|
660,fin,isi,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
661,fin,jsi,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
662,fin,#si,POS:nomin|NUMB:sg|CASE:nom|POSS|PERS_POSS:2|NUMB_POSS:sg|
663,fin,nsi,POS:nomin|CASE:gen|POSS|PERS_POSS:2|NUMB_POSS:sg|
664,fin,nsi,POS:nomin|CASE:inst|POSS|PERS_POSS:2|NUMB_POSS:sg|
665,fin,asi,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:sg|
666,fin,tasi,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:sg|
667,fin,täsi,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:sg|
668,fin,äsi,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:sg|
669,fin,ttasi,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:sg|
670,fin,ttasi,POS:nomin|CASE:abes|POSS|PERS_POSS:2|NUMB_POSS:sg|
671,fin,ttäsi,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:sg|
672,fin,ttäsi,POS:nomin|CASE:abes|POSS|PERS_POSS:2|NUMB_POSS:sg|
673,fin,seensi,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:sg|
674,fin,siinsi,POS:nomin|CASE:ill|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
675,fin,onsi,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:sg|
676,fin,unsi,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:sg|
677,fin,insi,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:sg|
678,fin,ensi,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:sg|
679,fin,ansi,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:sg|
680,fin,hansi,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:sg|
681,fin,hensi,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:sg|
682,fin,hunsi,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:sg|
683,fin,honsi,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:sg|
684,fin,hönsi,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:sg|
685,fin,hänsi,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:sg|
686,fin,hinsi,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:sg|
687,fin,ssasi,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:sg|
688,fin,ssäsi,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:sg|
689,fin,stasi,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:sg|
690,fin,stäsi,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:sg|
691,fin,llasi,POS:nomin|CASE:ades|POSS|PERS_POSS:2|NUMB_POSS:sg|
692,fin,lläsi,POS:nomin|CASE:ades|POSS|PERS_POSS:2|NUMB_POSS:sg|
693,fin,llesi,POS:nomin|CASE:alla|POSS|PERS_POSS:2|NUMB_POSS:sg|
694,fin,ltasi,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:sg|
695,fin,ltäsi,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:sg|
696,fin,nasi,POS:nomin|CASE:ess|POSS|PERS_POSS:2|NUMB_POSS:sg|
697,fin,näsi,POS:nomin|CASE:ess|POSS|PERS_POSS:2|NUMB_POSS:sg|
698,fin,ksisi,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:sg|
699,fin,inesi,POS:nomin|CASE:com|POSS|PERS_POSS:2|NUMB_POSS:sg|
700,fin,tnsa,POS:nomin|NUMB:pl|CASE:Nom|POSS|PERS_POSS:3|NUMB_POSS:sg|
701,fin,tnsa,POS:nomin|NUMB:pl|CASE:Acc|POSS|PERS_POSS:3|NUMB_POSS:sg|
702,fin,tnsa,POS:nomin|NUMB:pl|CASE:Nom|POSS|PERS_POSS:3|NUMB_POSS:pl|
703,fin,tnsa,POS:nomin|NUMB:pl|CASE:Acc|POSS|PERS_POSS:3|NUMB_POSS:pl|
704,fin,insa,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
705,fin,insa,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:pl|
706,fin,jnsa,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
707,fin,jnsa,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:pl|
708,fin,#nsa,POS:nomin|NUMB:sg|CASE:nom|POSS|PERS_POSS:3|NUMB_POSS:sg|
709,fin,#nsa,POS:nomin|NUMB:sg|CASE:nom|POSS|PERS_POSS:3|NUMB_POSS:pl|
710,fin,nnsa,POS:nomin|CASE:gen|POSS|PERS_POSS:3|NUMB_POSS:sg|
711,fin,nnsa,POS:nomin|CASE:inst|POSS|PERS_POSS:3|NUMB_POSS:sg|
712,fin,nnsa,POS:nomin|CASE:gen|POSS|PERS_POSS:3|NUMB_POSS:pl|
713,fin,nnsa,POS:nomin|CASE:inst|POSS|PERS_POSS:3|NUMB_POSS:pl|
714,fin,ansa,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
715,fin,ansa,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:pl|
716,fin,tansa,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
717,fin,tansa,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:pl|
718,fin,tänsa,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
719,fin,tänsa,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:pl|
720,fin,änsa,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
721,fin,änsa,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:pl|
722,fin,ttansa,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
723,fin,ttansa,POS:nomin|CASE:abes|POSS|PERS_POSS:3|NUMB_POSS:sg|
724,fin,ttansa,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:pl|
725,fin,ttansa,POS:nomin|CASE:abes|POSS|PERS_POSS:3|NUMB_POSS:pl|
726,fin,ttänsa,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
727,fin,ttänsa,POS:nomin|CASE:abes|POSS|PERS_POSS:3|NUMB_POSS:sg|
728,fin,ttänsa,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:pl|
729,fin,ttänsa,POS:nomin|CASE:abes|POSS|PERS_POSS:3|NUMB_POSS:pl|
730,fin,seennsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
731,fin,seennsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
732,fin,siinnsa,POS:nomin|CASE:ill|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
733,fin,siinnsa,POS:nomin|CASE:ill|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:pl|
734,fin,onnsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
735,fin,onnsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
736,fin,unnsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
737,fin,unnsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
738,fin,innsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
739,fin,innsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
740,fin,ennsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
741,fin,ennsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
742,fin,annsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
743,fin,annsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
744,fin,hannsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
745,fin,hannsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
746,fin,hennsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
747,fin,hennsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
748,fin,hunnsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
749,fin,hunnsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
750,fin,honnsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
751,fin,honnsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
752,fin,hönnsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
753,fin,hönnsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
754,fin,hännsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
755,fin,hännsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
756,fin,hinnsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
757,fin,hinnsa,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
758,fin,ssansa,POS:nomin|CASE:ines|POSS|PERS_POSS:3|NUMB_POSS:sg|
759,fin,ssansa,POS:nomin|CASE:ines|POSS|PERS_POSS:3|NUMB_POSS:pl|
760,fin,ssänsa,POS:nomin|CASE:ines|POSS|PERS_POSS:3|NUMB_POSS:sg|
761,fin,ssänsa,POS:nomin|CASE:ines|POSS|PERS_POSS:3|NUMB_POSS:pl|
762,fin,stansa,POS:nomin|CASE:elat|POSS|PERS_POSS:3|NUMB_POSS:sg|
763,fin,stansa,POS:nomin|CASE:elat|POSS|PERS_POSS:3|NUMB_POSS:pl|
764,fin,stänsa,POS:nomin|CASE:elat|POSS|PERS_POSS:3|NUMB_POSS:sg|
765,fin,stänsa,POS:nomin|CASE:elat|POSS|PERS_POSS:3|NUMB_POSS:pl|
766,fin,llansa,POS:nomin|CASE:ades|POSS|PERS_POSS:3|NUMB_POSS:sg|
767,fin,llansa,POS:nomin|CASE:ades|POSS|PERS_POSS:3|NUMB_POSS:pl|
768,fin,llänsa,POS:nomin|CASE:ades|POSS|PERS_POSS:3|NUMB_POSS:sg|
769,fin,llänsa,POS:nomin|CASE:ades|POSS|PERS_POSS:3|NUMB_POSS:pl|
770,fin,llensa,POS:nomin|CASE:alla|POSS|PERS_POSS:3|NUMB_POSS:sg|
771,fin,llensa,POS:nomin|CASE:alla|POSS|PERS_POSS:3|NUMB_POSS:pl|
772,fin,ltansa,POS:nomin|CASE:abl|POSS|PERS_POSS:3|NUMB_POSS:sg|
773,fin,ltansa,POS:nomin|CASE:abl|POSS|PERS_POSS:3|NUMB_POSS:pl|
774,fin,ltänsa,POS:nomin|CASE:abl|POSS|PERS_POSS:3|NUMB_POSS:sg|
775,fin,ltänsa,POS:nomin|CASE:abl|POSS|PERS_POSS:3|NUMB_POSS:pl|
776,fin,nansa,POS:nomin|CASE:ess|POSS|PERS_POSS:3|NUMB_POSS:sg|
777,fin,nansa,POS:nomin|CASE:ess|POSS|PERS_POSS:3|NUMB_POSS:pl|
778,fin,nänsa,POS:nomin|CASE:ess|POSS|PERS_POSS:3|NUMB_POSS:sg|
779,fin,nänsa,POS:nomin|CASE:ess|POSS|PERS_POSS:3|NUMB_POSS:pl|
780,fin,ksinsa,POS:nomin|CASE:tran|POSS|PERS_POSS:3|NUMB_POSS:sg|
781,fin,ksinsa,POS:nomin|CASE:tran|POSS|PERS_POSS:3|NUMB_POSS:pl|
782,fin,inensa,POS:nomin|CASE:com|POSS|PERS_POSS:3|NUMB_POSS:sg|
783,fin,inensa,POS:nomin|CASE:com|POSS|PERS_POSS:3|NUMB_POSS:pl|
784,fin,tnsä,POS:nomin|NUMB:pl|CASE:Nom|POSS|PERS_POSS:3|NUMB_POSS:sg|
785,fin,tnsä,POS:nomin|NUMB:pl|CASE:Acc|POSS|PERS_POSS:3|NUMB_POSS:sg|
786,fin,tnsä,POS:nomin|NUMB:pl|CASE:Nom|POSS|PERS_POSS:3|NUMB_POSS:pl|
787,fin,tnsä,POS:nomin|NUMB:pl|CASE:Acc|POSS|PERS_POSS:3|NUMB_POSS:pl|
788,fin,insä,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
789,fin,insä,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:pl|
790,fin,jnsä,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
791,fin,jnsä,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:pl|
792,fin,nsä,POS:nomin|NUMB:sg|CASE:nom|POSS|PERS_POSS:3|NUMB_POSS:sg|
793,fin,nsä,POS:nomin|NUMB:sg|CASE:nom|POSS|PERS_POSS:3|NUMB_POSS:pl|
794,fin,nnsä,POS:nomin|CASE:gen|POSS|PERS_POSS:3|NUMB_POSS:sg|
795,fin,nnsä,POS:nomin|CASE:inst|POSS|PERS_POSS:3|NUMB_POSS:sg|
796,fin,nnsä,POS:nomin|CASE:gen|POSS|PERS_POSS:3|NUMB_POSS:pl|
797,fin,nnsä,POS:nomin|CASE:inst|POSS|PERS_POSS:3|NUMB_POSS:pl|
798,fin,ansä,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
799,fin,ansä,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:pl|
800,fin,tansä,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
801,fin,tansä,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:pl|
802,fin,tänsä,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
803,fin,tänsä,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:pl|
804,fin,änsä,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
805,fin,änsä,POS:nomin|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:pl|
806,fin,ttansä,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
807,fin,ttansä,POS:nomin|CASE:abes|POSS|PERS_POSS:3|NUMB_POSS:sg|
808,fin,ttansä,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:pl|
809,fin,ttansä,POS:nomin|CASE:abes|POSS|PERS_POSS:3|NUMB_POSS:pl|
810,fin,ttänsä,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:sg|
811,fin,ttänsä,POS:nomin|CASE:abes|POSS|PERS_POSS:3|NUMB_POSS:sg|
812,fin,ttänsä,POS:nomin|NUMB:sg|CASE:par|POSS|PERS_POSS:3|NUMB_POSS:pl|
813,fin,ttänsä,POS:nomin|CASE:abes|POSS|PERS_POSS:3|NUMB_POSS:pl|
814,fin,seennsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:sg|
815,fin,seennsä,POS:nomin|CASE:ill|POSS|PERS_POSS:3|NUMB_POSS:pl|
816,fin,siinnsä,POS:nomin|CASE:ill|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
817,fin,siinnsä,POS:nomin|CASE:ill|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:pl|
