,language,affix,meaning
1145,kar,loilta,POS:nomin|NUMB:pl|CASE:abl|
1146,kar,loiltä,POS:nomin|NUMB:pl|CASE:abl|
1147,kar,loilda,POS:nomin|NUMB:pl|CASE:abl|
1148,kar,loildä,POS:nomin|NUMB:pl|CASE:abl|
1149,kar,loilla,POS:nomin|NUMB:pl|CASE:alla|
1150,kar,loilla,POS:nomin|NUMB:pl|CASE:ades|
1151,kar,loillä,POS:nomin|NUMB:pl|CASE:alla|
1152,kar,loillä,POS:nomin|NUMB:pl|CASE:ades|
1153,kar,loikši,POS:nomin|NUMB:pl|CASE:tran|
1154,kar,loiksi,POS:nomin|NUMB:pl|CASE:tran|
1155,kar,loikse,POS:nomin|NUMB:pl|CASE:tran|
1156,kar,loiks,POS:nomin|NUMB:pl|CASE:tran|
1157,kar,loina,POS:nomin|NUMB:pl|CASE:ess|
1158,kar,loina,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1159,kar,loina,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1160,kar,loinä,POS:nomin|NUMB:pl|CASE:ess|
1161,kar,loinä,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1162,kar,loinä,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1163,kar,loitta,POS:nomin|NUMB:pl|CASE:abes|
1164,kar,loittä,POS:nomin|NUMB:pl|CASE:abes|
1165,kar,loineh,POS:nomin|NUMB:pl|CASE:com|
1166,kar,loini,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:sg|
1167,kar,loiš,POS:nomin|NUMB:pl|POSSPERS_POSS:2|NUMB_POSS:sg|
1168,kar,loih,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
1169,kar,loih,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1170,kar,löin,POS:nomin|NUMB:pl|CASE:gen|
1171,kar,löia,POS:nomin|NUMB:pl|CASE:par|
1172,kar,löiä,POS:nomin|NUMB:pl|CASE:par|
1173,kar,löita,POS:nomin|NUMB:pl|CASE:par|
1174,kar,löitä,POS:nomin|NUMB:pl|CASE:par|
1175,kar,löihš,POS:nomin|NUMB:pl|CASE:ill|
1176,kar,löišša,POS:nomin|NUMB:pl|CASE:ines|
1177,kar,löissa,POS:nomin|NUMB:pl|CASE:ines|
1178,kar,löiššä,POS:nomin|NUMB:pl|CASE:ines|
1179,kar,löissä,POS:nomin|NUMB:pl|CASE:ines|
1180,kar,löišta,POS:nomin|NUMB:pl|CASE:elat|
1181,kar,löištä,POS:nomin|NUMB:pl|CASE:elat|
1182,kar,löista,POS:nomin|NUMB:pl|CASE:elat|
1183,kar,löistä,POS:nomin|NUMB:pl|CASE:elat|
1184,kar,löilta,POS:nomin|NUMB:pl|CASE:abl|
1185,kar,löiltä,POS:nomin|NUMB:pl|CASE:abl|
1186,kar,löilda,POS:nomin|NUMB:pl|CASE:abl|
1187,kar,löildä,POS:nomin|NUMB:pl|CASE:abl|
1188,kar,löilla,POS:nomin|NUMB:pl|CASE:alla|
1189,kar,löilla,POS:nomin|NUMB:pl|CASE:ades|
1190,kar,löillä,POS:nomin|NUMB:pl|CASE:alla|
1191,kar,löillä,POS:nomin|NUMB:pl|CASE:ades|
1192,kar,löikši,POS:nomin|NUMB:pl|CASE:tran|
1193,kar,löiksi,POS:nomin|NUMB:pl|CASE:tran|
1194,kar,löikse,POS:nomin|NUMB:pl|CASE:tran|
1195,kar,löiks,POS:nomin|NUMB:pl|CASE:tran|
1196,kar,löina,POS:nomin|NUMB:pl|CASE:ess|
1197,kar,löina,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1198,kar,löina,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1199,kar,löinä,POS:nomin|NUMB:pl|CASE:ess|
1200,kar,löinä,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1201,kar,löinä,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1202,kar,löitta,POS:nomin|NUMB:pl|CASE:abes|
1203,kar,löittä,POS:nomin|NUMB:pl|CASE:abes|
1204,kar,löineh,POS:nomin|NUMB:pl|CASE:com|
1205,kar,löini,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:sg|
1206,kar,löiš,POS:nomin|NUMB:pl|POSSPERS_POSS:2|NUMB_POSS:sg|
1207,kar,löih,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
1208,kar,löih,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1209,kar,it,POS:verb|TENSE:past|TENSE:pres|PERS:2|NUMB:sg|
1210,kar,it,POS:verb|TENSE:past|TENSE:past|PERS:2|NUMB:sg|
1211,kar,in,POS:nomin|NUMB:pl|CASE:gen|
1212,kar,in,POS:verb|TENSE:past|TENSE:pres|PERS:1|NUMB:sg|
1213,kar,in,POS:verb|TENSE:past|TENSE:past|PERS:1|NUMB:sg|
1214,kar,ia,POS:nomin|NUMB:pl|CASE:par|
1215,kar,iä,POS:nomin|NUMB:pl|CASE:par|
1216,kar,ita,POS:nomin|NUMB:pl|CASE:par|
1217,kar,itä,POS:nomin|NUMB:pl|CASE:par|
1218,kar,ihš,POS:nomin|NUMB:pl|CASE:ill|
1219,kar,išša,POS:nomin|NUMB:pl|CASE:ines|
1220,kar,issa,POS:nomin|NUMB:pl|CASE:ines|
1221,kar,iššä,POS:nomin|NUMB:pl|CASE:ines|
1222,kar,issä,POS:nomin|NUMB:pl|CASE:ines|
1223,kar,išta,POS:nomin|NUMB:pl|CASE:elat|
1224,kar,ištä,POS:nomin|NUMB:pl|CASE:elat|
1225,kar,ista,POS:nomin|NUMB:pl|CASE:elat|
1226,kar,istä,POS:nomin|NUMB:pl|CASE:elat|
1227,kar,ilta,POS:nomin|NUMB:pl|CASE:abl|
1228,kar,iltä,POS:nomin|NUMB:pl|CASE:abl|
1229,kar,ilda,POS:nomin|NUMB:pl|CASE:abl|
1230,kar,ildä,POS:nomin|NUMB:pl|CASE:abl|
1231,kar,illa,POS:nomin|NUMB:pl|CASE:alla|
1232,kar,illa,POS:nomin|NUMB:pl|CASE:ades|
1233,kar,illä,POS:nomin|NUMB:pl|CASE:alla|
1234,kar,illä,POS:nomin|NUMB:pl|CASE:ades|
1235,kar,ikši,POS:nomin|NUMB:pl|CASE:tran|
1236,kar,iksi,POS:nomin|NUMB:pl|CASE:tran|
1237,kar,ikse,POS:nomin|NUMB:pl|CASE:tran|
1238,kar,iks,POS:nomin|NUMB:pl|CASE:tran|
1239,kar,ina,POS:nomin|NUMB:pl|CASE:ess|
1240,kar,ina,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1241,kar,ina,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1242,kar,inä,POS:nomin|NUMB:pl|CASE:ess|
1243,kar,inä,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1244,kar,inä,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1245,kar,itta,POS:nomin|NUMB:pl|CASE:abes|
1246,kar,itta,POS:verb|TENSE:past|TENSE:pres|PERS:2|NUMB:pl|
1247,kar,itta,POS:verb|TENSE:past|TENSE:past|PERS:2|NUMB:pl|
1248,kar,ittä,POS:nomin|NUMB:pl|CASE:abes|
1249,kar,ittä,POS:verb|TENSE:past|TENSE:pres|PERS:2|NUMB:pl|
1250,kar,ittä,POS:verb|TENSE:past|TENSE:past|PERS:2|NUMB:pl|
1251,kar,ineh,POS:nomin|NUMB:pl|CASE:com|
1252,kar,ini,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:sg|
1253,kar,iš,POS:nomin|NUMB:pl|POSSPERS_POSS:2|NUMB_POSS:sg|
1254,kar,ih,POS:nomin|NUMB:pl|POSS|PERS_POSS:3|NUMB_POSS:sg|
1255,kar,ih,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:sg|
1256,kar,ih,POS:verb|TENSE:past|TENSE:pres|PERS:3|NUMB:pl|
1257,kar,iu,POS:verb|TENSE:past|TENSE:pres|PERS:3|NUMB:sg|
1258,kar,iy,POS:verb|TENSE:past|TENSE:pres|PERS:3|NUMB:sg|
1259,kar,imma,POS:verb|TENSE:past|TENSE:pres|PERS:1|NUMB:pl|
1260,kar,immä,POS:verb|TENSE:past|TENSE:pres|PERS:1|NUMB:pl|
1261,kar,ima,POS:verb|TENSE:past|TENSE:past|PERS:1|NUMB:pl|
1262,kar,imä,POS:verb|TENSE:past|TENSE:past|PERS:1|NUMB:pl|
1263,kar,ija,POS:verb|TENSE:past|TENSE:past|PERS:2|NUMB:pl|
1264,kar,ijä,POS:verb|TENSE:past|TENSE:past|PERS:2|NUMB:pl|
1266,kar,nt,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:pres|PERS:2|NUMB:sg|
1267,kar,nt,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:past|PERS:2|NUMB:sg|
1268,kar,ni,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:past|
1269,kar,ntta,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:pres|PERS:2|NUMB:pl|
1270,kar,ntta,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:past|PERS:2|NUMB:pl|
1271,kar,nttä,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:pres|PERS:2|NUMB:pl|
1272,kar,nttä,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:past|PERS:2|NUMB:pl|
1273,kar,nh,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:pres|PERS:3|NUMB:pl|
1274,kar,nu,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:pres|PERS:3|NUMB:sg|
1275,kar,ny,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:pres|PERS:3|NUMB:sg|
1276,kar,nmma,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:pres|PERS:1|NUMB:pl|
1277,kar,nmmä,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:pres|PERS:1|NUMB:pl|
1278,kar,nma,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:past|PERS:1|NUMB:pl|
1279,kar,nmä,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:past|PERS:1|NUMB:pl|
1280,kar,nja,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:past|PERS:2|NUMB:pl|
1281,kar,njä,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:past|PERS:2|NUMB:pl|
1282,kar,nsi,POS:verb|TENSE:past|PERS:1|NUMB:sg|TENSE:past|
1283,kar,tna,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1284,kar,tna,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1285,kar,loina,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1286,kar,loina,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1287,kar,löina,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1288,kar,löina,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1289,kar,ina,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1290,kar,ina,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1291,kar,nna,POS:nomin|CASE:gen|POSS|PERS_POSS:1|NUMB_POSS:pl|
1292,kar,nna,POS:nomin|CASE:gen|POSS|PERS_POSS:2|NUMB_POSS:pl|
1293,kar,ana,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:pl|
1294,kar,ana,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:pl|
1295,kar,äna,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:pl|
1296,kar,äna,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:pl|
1297,kar,tana,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:pl|
1298,kar,tana,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:pl|
1299,kar,täna,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:pl|
1300,kar,täna,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:pl|
1301,kar,hšna,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:pl|
1302,kar,hšna,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:pl|
1303,kar,ššana,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:pl|
1304,kar,ššana,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:pl|
1305,kar,ssana,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:pl|
1306,kar,ssana,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:pl|
1307,kar,ššäna,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:pl|
1308,kar,ššäna,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:pl|
1309,kar,ssäna,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:pl|
1310,kar,ssäna,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:pl|
1311,kar,štana,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:pl|
1312,kar,štana,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:pl|
1313,kar,štäna,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:pl|
1314,kar,štäna,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:pl|
1315,kar,stana,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:pl|
1316,kar,stana,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:pl|
1317,kar,stäna,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:pl|
1318,kar,stäna,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:pl|
1319,kar,ltana,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1320,kar,ltana,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1321,kar,ltäna,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1322,kar,ltäna,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1323,kar,ldana,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1324,kar,ldana,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1325,kar,ldäna,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1326,kar,ldäna,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1327,kar,llana,POS:nomin|CASE:alla|POSS|PERS_POSS:1|NUMB_POSS:pl|
1328,kar,llana,POS:nomin|CASE:ades|POSS|PERS_POSS:1|NUMB_POSS:pl|
1329,kar,llana,POS:nomin|CASE:alla|POSS|PERS_POSS:2|NUMB_POSS:pl|
1330,kar,llana,POS:nomin|CASE:ades|POSS|PERS_POSS:2|NUMB_POSS:pl|
1331,kar,lläna,POS:nomin|CASE:alla|POSS|PERS_POSS:1|NUMB_POSS:pl|
1332,kar,lläna,POS:nomin|CASE:ades|POSS|PERS_POSS:1|NUMB_POSS:pl|
1333,kar,lläna,POS:nomin|CASE:alla|POSS|PERS_POSS:2|NUMB_POSS:pl|
1334,kar,lläna,POS:nomin|CASE:ades|POSS|PERS_POSS:2|NUMB_POSS:pl|
1335,kar,kšina,POS:nomin|CASE:tran|POSS|PERS_POSS:1|NUMB_POSS:pl|
1336,kar,kšina,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:pl|
1337,kar,ksina,POS:nomin|CASE:tran|POSS|PERS_POSS:1|NUMB_POSS:pl|
1338,kar,ksina,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:pl|
1339,kar,ksena,POS:nomin|CASE:tran|POSS|PERS_POSS:1|NUMB_POSS:pl|
1340,kar,ksena,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:pl|
1341,kar,ksna,POS:nomin|CASE:tran|POSS|PERS_POSS:1|NUMB_POSS:pl|
1342,kar,ksna,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:pl|
1343,kar,näna,POS:nomin|CASE:ess|POSS|PERS_POSS:1|NUMB_POSS:pl|
1344,kar,näna,POS:nomin|CASE:ess|POSS|PERS_POSS:2|NUMB_POSS:pl|
1345,kar,ttana,POS:nomin|CASE:abes|POSS|PERS_POSS:1|NUMB_POSS:pl|
1346,kar,ttana,POS:nomin|CASE:abes|POSS|PERS_POSS:2|NUMB_POSS:pl|
1347,kar,ttäna,POS:nomin|CASE:abes|POSS|PERS_POSS:1|NUMB_POSS:pl|
1348,kar,ttäna,POS:nomin|CASE:abes|POSS|PERS_POSS:2|NUMB_POSS:pl|
1349,kar,nehna,POS:nomin|CASE:com|POSS|PERS_POSS:1|NUMB_POSS:pl|
1350,kar,nehna,POS:nomin|CASE:com|POSS|PERS_POSS:2|NUMB_POSS:pl|
1351,kar,tnä,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1352,kar,tnä,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1353,kar,loinä,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1354,kar,loinä,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1355,kar,löinä,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1356,kar,löinä,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1357,kar,inä,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1358,kar,inä,POS:nomin|NUMB:pl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1359,kar,nnä,POS:nomin|CASE:gen|POSS|PERS_POSS:1|NUMB_POSS:pl|
1360,kar,nnä,POS:nomin|CASE:gen|POSS|PERS_POSS:2|NUMB_POSS:pl|
1361,kar,anä,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:pl|
1362,kar,anä,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:pl|
1363,kar,änä,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:pl|
1364,kar,änä,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:pl|
1365,kar,tanä,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:pl|
1366,kar,tanä,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:pl|
1367,kar,tänä,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:pl|
1368,kar,tänä,POS:nomin|CASE:par|POSS|PERS_POSS:2|NUMB_POSS:pl|
1369,kar,hšnä,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:pl|
1370,kar,hšnä,POS:nomin|CASE:ill|POSS|PERS_POSS:2|NUMB_POSS:pl|
1371,kar,ššanä,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:pl|
1372,kar,ššanä,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:pl|
1373,kar,ssanä,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:pl|
1374,kar,ssanä,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:pl|
1375,kar,ššänä,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:pl|
1376,kar,ššänä,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:pl|
1377,kar,ssänä,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:pl|
1378,kar,ssänä,POS:nomin|CASE:ines|POSS|PERS_POSS:2|NUMB_POSS:pl|
1379,kar,štanä,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:pl|
1380,kar,štanä,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:pl|
1381,kar,štänä,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:pl|
1382,kar,štänä,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:pl|
1383,kar,stanä,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:pl|
1384,kar,stanä,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:pl|
1385,kar,stänä,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:pl|
1386,kar,stänä,POS:nomin|CASE:elat|POSS|PERS_POSS:2|NUMB_POSS:pl|
1387,kar,ltanä,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1388,kar,ltanä,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1389,kar,ltänä,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1390,kar,ltänä,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1391,kar,ldanä,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1392,kar,ldanä,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1393,kar,ldänä,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:pl|
1394,kar,ldänä,POS:nomin|CASE:abl|POSS|PERS_POSS:2|NUMB_POSS:pl|
1395,kar,llanä,POS:nomin|CASE:alla|POSS|PERS_POSS:1|NUMB_POSS:pl|
1396,kar,llanä,POS:nomin|CASE:ades|POSS|PERS_POSS:1|NUMB_POSS:pl|
1397,kar,llanä,POS:nomin|CASE:alla|POSS|PERS_POSS:2|NUMB_POSS:pl|
1398,kar,llanä,POS:nomin|CASE:ades|POSS|PERS_POSS:2|NUMB_POSS:pl|
1399,kar,llänä,POS:nomin|CASE:alla|POSS|PERS_POSS:1|NUMB_POSS:pl|
1400,kar,llänä,POS:nomin|CASE:ades|POSS|PERS_POSS:1|NUMB_POSS:pl|
1401,kar,llänä,POS:nomin|CASE:alla|POSS|PERS_POSS:2|NUMB_POSS:pl|
1402,kar,llänä,POS:nomin|CASE:ades|POSS|PERS_POSS:2|NUMB_POSS:pl|
1403,kar,kšinä,POS:nomin|CASE:tran|POSS|PERS_POSS:1|NUMB_POSS:pl|
1404,kar,kšinä,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:pl|
1405,kar,ksinä,POS:nomin|CASE:tran|POSS|PERS_POSS:1|NUMB_POSS:pl|
1406,kar,ksinä,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:pl|
1407,kar,ksenä,POS:nomin|CASE:tran|POSS|PERS_POSS:1|NUMB_POSS:pl|
1408,kar,ksenä,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:pl|
1409,kar,ksnä,POS:nomin|CASE:tran|POSS|PERS_POSS:1|NUMB_POSS:pl|
1410,kar,ksnä,POS:nomin|CASE:tran|POSS|PERS_POSS:2|NUMB_POSS:pl|
1411,kar,nanä,POS:nomin|CASE:ess|POSS|PERS_POSS:1|NUMB_POSS:pl|
1412,kar,nanä,POS:nomin|CASE:ess|POSS|PERS_POSS:2|NUMB_POSS:pl|
1413,kar,ttanä,POS:nomin|CASE:abes|POSS|PERS_POSS:1|NUMB_POSS:pl|
1414,kar,ttanä,POS:nomin|CASE:abes|POSS|PERS_POSS:2|NUMB_POSS:pl|
1415,kar,ttänä,POS:nomin|CASE:abes|POSS|PERS_POSS:1|NUMB_POSS:pl|
1416,kar,ttänä,POS:nomin|CASE:abes|POSS|PERS_POSS:2|NUMB_POSS:pl|
1417,kar,nehnä,POS:nomin|CASE:com|POSS|PERS_POSS:1|NUMB_POSS:pl|
1418,kar,nehnä,POS:nomin|CASE:com|POSS|PERS_POSS:2|NUMB_POSS:pl|
1453,kar,tni,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:sg|
1454,kar,loini,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:sg|
1455,kar,löini,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:sg|
1456,kar,ini,POS:nomin|NUMB:pl|POSS|PERS_POSS:1|NUMB_POSS:sg|
1457,kar,nni,POS:nomin|CASE:gen|POSS|PERS_POSS:1|NUMB_POSS:sg|
1458,kar,ani,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:sg|
1459,kar,äni,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:sg|
1460,kar,tani,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:sg|
1461,kar,täni,POS:nomin|CASE:par|POSS|PERS_POSS:1|NUMB_POSS:sg|
1462,kar,hšni,POS:nomin|CASE:ill|POSS|PERS_POSS:1|NUMB_POSS:sg|
1463,kar,ššani,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:sg|
1464,kar,ssani,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:sg|
1465,kar,ššäni,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:sg|
1466,kar,ssäni,POS:nomin|CASE:ines|POSS|PERS_POSS:1|NUMB_POSS:sg|
1467,kar,štani,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:sg|
1468,kar,štäni,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:sg|
1469,kar,stani,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:sg|
1470,kar,stäni,POS:nomin|CASE:elat|POSS|PERS_POSS:1|NUMB_POSS:sg|
1471,kar,ltani,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:sg|
1472,kar,ltäni,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:sg|
1473,kar,ldani,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:sg|
1474,kar,ldäni,POS:nomin|CASE:abl|POSS|PERS_POSS:1|NUMB_POSS:sg|
1475,kar,llani,POS:nomin|CASE:alla|POSS|PERS_POSS:1|NUMB_POSS:sg|
1476,kar,llani,POS:nomin|CASE:ades|POSS|PERS_POSS:1|NUMB_POSS:sg|
1477,kar,lläni,POS:nomin|CASE:alla|POSS|PERS_POSS:1|NUMB_POSS:sg|
1478,kar,lläni,POS:nomin|CASE:ades|POSS|PERS_POSS:1|NUMB_POSS:sg|
1479,kar,kšini,POS:nomin|CASE:tran|POSS|PERS_POSS:1|NUMB_POSS:sg|
1480,kar,ksini,POS:nomin|CASE:tran|POSS|PERS_POSS:1|NUMB_POSS:sg|
1481,kar,kseni,POS:nomin|CASE:tran|POSS|PERS_POSS:1|NUMB_POSS:sg|
